UF,Idade,Sexo,Refeicao,protein_g,carbs_g,fat_g,fiber_g,sugar_g,calories,calorie_class,caloria_total,nivel_caloria
ES,30,F,JANTAR,10.8,32.4,13.1,11.5,2.9,262.0,low,325.3,BAIXA
PI,71,M,LANCHE,19.9,15.1,24.0,15.4,4.6,367.0,low,405.2,MEDIA
AM,52,M,LANCHE,20.1,53.3,23.3,7.4,0.2,525.0,medium,518.9,MEDIA
AC,68,F,ALMOCO,24.0,59.6,33.7,13.1,18.7,609.0,medium,738.7,ALTA
RJ,46,M,JANTAR,29.9,20.4,20.1,8.1,5.4,375.0,low,419.9,MEDIA
RS,25,F,ALMOCO,30.3,45.4,27.7,8.4,19.9,573.0,medium,648.5,MEDIA
RN,60,F,ALMOCO,25.3,44.0,25.5,9.2,9.0,486.0,medium,561.1,MEDIA
RO,25,O,JANTAR,29.4,77.0,12.9,10.7,5.1,530.0,medium,583.5,MEDIA
RO,59,M,ALMOCO,18.9,78.0,19.5,10.0,11.7,529.0,medium,629.9,MEDIA
PE,44,F,ALMOCO,26.8,42.6,13.0,3.7,34.1,387.0,low,538.4,MEDIA
PB,67,M,CAFE DA MANHA,9.8,41.4,9.4,12.3,20.5,233.0,low,396.0,BAIXA
SC,72,F,CAFE DA MANHA,19.2,23.2,19.5,10.5,0.0,331.0,low,366.1,BAIXA
MA,43,M,JANTAR,48.0,88.7,7.4,7.4,9.1,585.0,medium,664.6,MEDIA
AP,73,F,ALMOCO,19.0,37.6,27.6,10.7,0.0,494.0,medium,496.2,MEDIA
RS,24,M,JANTAR,16.9,88.0,14.5,3.9,1.3,516.0,medium,563.1,MEDIA
ES,24,O,CAFE DA MANHA,35.8,64.5,38.5,5.9,27.1,722.0,high,867.9,ALTA
TO,80,F,LANCHE,27.0,31.5,0.0,10.1,20.4,199.0,low,335.8,BAIXA
MS,54,M,LANCHE,29.7,53.1,26.1,7.5,10.8,542.0,medium,624.3,MEDIA
RR,46,F,LANCHE,23.7,79.9,18.5,2.7,13.9,558.0,medium,641.9,MEDIA
AL,27,M,ALMOCO,31.2,59.5,24.1,8.2,29.4,527.0,medium,713.7,ALTA
PI,36,F,LANCHE,14.9,49.6,17.1,14.3,13.7,423.0,medium,495.3,MEDIA
MG,61,M,LANCHE,17.6,3.1,20.7,6.9,13.4,258.0,low,336.5,BAIXA
MG,69,M,JANTAR,34.9,31.3,19.5,5.9,21.1,454.0,medium,536.5,MEDIA
ES,75,F,ALMOCO,48.9,55.2,18.3,6.8,8.7,625.0,medium,629.5,MEDIA
TO,43,F,ALMOCO,13.7,42.8,5.5,8.4,28.4,277.0,low,405.9,MEDIA
MT,46,F,LANCHE,21.1,28.7,15.5,6.3,29.2,342.0,low,468.1,MEDIA
RR,28,F,ALMOCO,31.6,57.7,14.1,11.1,0.0,476.0,medium,506.3,MEDIA
MS,23,M,CAFE DA MANHA,14.0,50.0,17.7,6.0,0.0,434.0,medium,427.3,MEDIA
AL,45,M,JANTAR,25.9,72.4,26.6,9.0,13.7,589.0,medium,705.4,ALTA
SC,54,F,CAFE DA MANHA,24.9,42.2,32.5,16.1,15.2,501.0,medium,653.9,MEDIA
BA,24,F,CAFE DA MANHA,8.9,55.8,15.1,6.3,7.0,387.0,low,435.3,MEDIA
ES,43,M,LANCHE,17.7,57.3,19.4,11.7,2.3,489.0,medium,507.2,MEDIA
SC,58,M,CAFE DA MANHA,13.0,53.7,18.8,12.8,10.9,394.0,low,505.2,MEDIA
SP,69,F,CAFE DA MANHA,5.9,45.2,16.3,12.6,4.5,319.0,low,394.3,BAIXA
SP,77,F,CAFE DA MANHA,26.0,24.0,33.3,6.7,11.0,519.0,medium,557.1,MEDIA
MS,39,F,CAFE DA MANHA,5.4,35.2,22.9,5.6,21.4,356.0,low,465.3,MEDIA
RS,42,M,ALMOCO,27.9,54.6,20.3,9.8,11.5,484.0,medium,578.3,MEDIA
GO,73,F,JANTAR,23.7,37.3,24.8,0.0,20.2,468.0,medium,548.0,MEDIA
RN,61,F,ALMOCO,11.4,41.3,13.1,20.0,0.0,328.0,low,368.7,BAIXA
PA,35,M,ALMOCO,30.1,11.3,17.2,0.0,7.3,322.0,low,349.6,BAIXA
AL,61,M,LANCHE,14.4,53.3,12.3,4.5,23.7,376.0,low,485.3,MEDIA
MS,27,M,ALMOCO,43.4,85.7,24.3,3.7,0.9,704.0,high,746.1,ALTA
MG,46,F,ALMOCO,12.4,42.3,25.6,12.0,18.5,471.0,medium,547.2,MEDIA
DF,37,M,ALMOCO,24.7,102.0,20.1,9.5,10.4,665.0,medium,748.3,ALTA
MT,80,F,ALMOCO,29.9,58.4,12.6,4.6,13.8,492.0,medium,531.0,MEDIA
PA,20,F,ALMOCO,41.7,30.5,19.6,10.2,23.5,464.0,medium,579.6,MEDIA
AL,71,M,CAFE DA MANHA,33.7,49.5,32.8,6.8,2.3,642.0,medium,650.8,MEDIA
BA,35,F,JANTAR,24.9,19.3,22.0,9.3,34.3,385.0,low,530.6,MEDIA
RS,20,F,JANTAR,33.3,43.8,34.0,4.6,25.5,559.0,medium,725.6,ALTA
MA,59,M,JANTAR,22.7,40.3,10.5,7.5,16.7,427.0,medium,428.3,MEDIA
PE,60,F,CAFE DA MANHA,26.2,33.8,13.6,3.8,23.9,382.0,low,465.6,MEDIA
PR,26,F,LANCHE,4.1,107.3,21.9,12.3,19.9,645.0,medium,746.9,ALTA
PB,20,M,LANCHE,20.2,55.9,15.6,8.8,19.2,459.0,medium,539.2,MEDIA
MS,25,F,CAFE DA MANHA,29.9,64.3,19.6,10.9,6.5,590.0,medium,601.0,MEDIA
PA,43,F,JANTAR,36.6,26.0,35.8,8.4,23.3,625.0,medium,682.6,MEDIA
RR,26,M,LANCHE,56.1,0.0,14.6,11.4,18.1,346.0,low,451.0,MEDIA
TO,62,O,CAFE DA MANHA,4.1,83.0,29.2,10.0,16.4,617.0,medium,696.8,MEDIA
DF,22,F,JANTAR,34.0,43.6,16.3,6.1,24.5,430.0,medium,567.3,MEDIA
RJ,67,F,CAFE DA MANHA,20.5,44.8,21.0,12.9,21.1,459.0,medium,560.4,MEDIA
TO,73,M,ALMOCO,44.5,38.5,30.9,14.6,8.4,684.0,medium,672.9,MEDIA
AC,63,M,CAFE DA MANHA,15.1,81.8,17.1,10.3,2.5,568.0,medium,572.1,MEDIA
RO,77,M,CAFE DA MANHA,25.0,49.7,19.9,7.9,16.9,502.0,medium,561.3,MEDIA
PA,77,F,JANTAR,8.8,60.2,19.1,8.0,4.7,441.0,medium,482.7,MEDIA
TO,20,F,LANCHE,35.3,58.9,22.3,13.1,17.9,545.0,medium,675.3,MEDIA
PR,39,F,ALMOCO,30.0,47.3,22.4,12.1,9.3,473.0,medium,572.2,MEDIA
RR,65,M,LANCHE,26.5,50.5,18.9,11.5,10.5,450.0,medium,543.1,MEDIA
BA,39,F,JANTAR,25.8,48.9,15.8,14.4,29.3,451.0,medium,587.0,MEDIA
AM,64,F,JANTAR,11.2,82.0,21.1,7.4,3.6,562.0,medium,591.9,MEDIA
SE,66,F,JANTAR,20.1,46.5,18.7,10.1,27.2,456.0,medium,563.7,MEDIA
PB,80,F,JANTAR,24.0,77.3,17.5,8.4,17.5,554.0,medium,649.5,MEDIA
PR,38,F,LANCHE,27.1,83.5,21.2,3.1,22.0,669.0,medium,727.4,ALTA
BA,39,M,ALMOCO,14.3,45.7,24.5,2.4,18.1,401.0,medium,537.7,MEDIA
DF,19,F,JANTAR,38.6,69.4,10.5,13.8,18.5,559.0,medium,628.1,MEDIA
RR,35,O,CAFE DA MANHA,14.6,39.0,10.8,8.4,14.6,305.0,low,386.8,BAIXA
GO,35,F,CAFE DA MANHA,19.9,38.8,12.3,14.0,17.2,344.0,low,442.3,MEDIA
PR,46,M,ALMOCO,29.7,44.6,36.9,6.7,22.4,628.0,medium,732.3,ALTA
GO,44,O,ALMOCO,18.7,77.5,31.6,13.1,34.4,692.0,medium,833.0,ALTA
ES,71,M,LANCHE,28.2,80.8,15.0,7.6,17.3,573.0,medium,655.4,MEDIA
BA,66,M,JANTAR,26.0,53.0,21.3,7.0,29.2,487.0,medium,638.5,MEDIA
SE,63,M,ALMOCO,31.3,60.9,24.8,6.8,10.9,604.0,medium,649.2,MEDIA
SE,18,F,LANCHE,38.0,59.4,11.3,11.4,12.7,456.0,medium,564.9,MEDIA
AM,47,M,ALMOCO,16.5,64.5,10.8,3.2,13.7,398.0,low,482.4,MEDIA
MA,63,F,LANCHE,23.9,12.1,17.8,4.3,29.9,330.0,low,432.4,MEDIA
PR,33,O,CAFE DA MANHA,24.8,99.8,26.1,11.3,18.0,772.0,high,827.9,ALTA
MT,44,F,CAFE DA MANHA,18.6,80.5,21.6,5.3,21.3,588.0,medium,686.6,MEDIA
RN,63,F,LANCHE,39.2,82.1,24.0,4.7,20.8,613.0,medium,793.8,ALTA
ES,68,F,ALMOCO,28.6,26.5,20.2,8.9,6.8,360.0,low,447.2,MEDIA
AL,71,F,ALMOCO,35.8,33.9,38.7,8.5,9.4,638.0,medium,681.7,MEDIA
MA,45,M,ALMOCO,37.3,74.3,19.2,14.4,3.7,586.0,medium,662.8,MEDIA
PE,43,M,CAFE DA MANHA,28.3,35.8,20.0,4.8,5.9,406.0,medium,469.6,MEDIA
BA,42,F,LANCHE,38.7,55.8,21.1,2.9,25.4,582.0,medium,675.3,MEDIA
RR,60,F,ALMOCO,24.4,26.6,20.7,14.0,18.7,380.0,low,493.1,MEDIA
AC,44,F,ALMOCO,29.6,67.6,17.1,5.7,8.5,569.0,medium,588.1,MEDIA
AL,43,M,JANTAR,16.7,47.2,18.2,10.8,2.5,386.0,low,451.0,MEDIA
PA,28,F,LANCHE,24.3,81.1,19.4,10.7,18.9,603.0,medium,693.2,MEDIA
PA,48,F,CAFE DA MANHA,22.7,8.9,16.1,9.2,16.9,303.0,low,357.3,BAIXA
ES,32,F,LANCHE,32.2,53.9,29.4,7.4,13.0,614.0,medium,675.8,MEDIA
DF,51,F,CAFE DA MANHA,21.1,58.2,0.6,6.9,0.7,354.0,low,339.2,BAIXA
AL,73,F,CAFE DA MANHA,20.2,90.5,28.4,1.0,13.2,733.0,high,753.2,ALTA
PI,66,F,LANCHE,23.6,56.9,20.8,12.4,13.8,500.0,medium,589.2,MEDIA
MT,48,F,CAFE DA MANHA,22.2,72.2,22.6,4.7,14.8,619.0,medium,649.6,MEDIA
AM,79,F,ALMOCO,18.7,37.3,14.7,4.1,18.0,331.0,low,436.5,MEDIA
MT,79,F,JANTAR,28.6,79.8,24.7,11.3,3.5,686.0,medium,692.5,MEDIA
SE,45,F,LANCHE,25.7,14.5,28.3,5.3,16.7,423.0,medium,492.9,MEDIA
ES,66,F,JANTAR,35.9,73.9,14.4,8.0,4.0,576.0,medium,600.8,MEDIA
SP,39,F,JANTAR,15.3,23.7,9.4,8.2,17.7,285.0,low,327.8,BAIXA
DF,73,F,ALMOCO,19.4,63.4,13.8,4.2,7.7,431.0,medium,494.6,MEDIA
CE,41,M,LANCHE,35.4,76.9,9.5,6.4,1.0,570.0,medium,551.5,MEDIA
ES,34,F,ALMOCO,20.0,52.0,10.8,1.8,25.1,417.0,medium,489.2,MEDIA
GO,26,F,LANCHE,6.2,48.2,7.6,9.3,24.0,325.0,low,400.6,MEDIA
AM,71,M,ALMOCO,27.6,5.9,20.2,7.6,13.1,326.0,low,383.4,BAIXA
PR,36,M,CAFE DA MANHA,9.6,18.0,12.4,11.1,0.0,270.0,low,244.2,BAIXA
MA,69,M,CAFE DA MANHA,15.0,18.4,21.8,5.5,29.5,307.0,low,458.8,MEDIA
RN,23,O,LANCHE,39.2,48.9,9.1,2.1,18.6,462.0,medium,512.9,MEDIA
PA,49,F,CAFE DA MANHA,25.5,50.4,14.7,6.4,13.9,398.0,low,504.3,MEDIA
MS,44,F,LANCHE,35.0,22.7,25.4,5.7,14.7,485.0,medium,529.6,MEDIA
MG,45,M,JANTAR,28.9,35.8,15.2,5.9,6.4,362.0,low,433.0,MEDIA
BA,28,F,LANCHE,13.9,43.3,27.1,10.3,7.5,441.0,medium,523.3,MEDIA
RN,22,F,ALMOCO,53.1,48.8,19.6,12.0,19.9,588.0,medium,687.6,MEDIA
AP,39,O,CAFE DA MANHA,17.0,51.6,14.6,1.9,23.3,438.0,medium,502.8,MEDIA
RN,47,M,JANTAR,16.1,45.0,21.0,5.9,25.9,436.0,medium,548.8,MEDIA
TO,67,M,LANCHE,32.4,49.6,28.6,2.2,25.3,612.0,medium,691.0,MEDIA
RS,47,F,ALMOCO,32.4,26.3,17.1,7.9,27.3,383.0,low,513.7,MEDIA
MG,33,M,JANTAR,17.2,74.7,22.6,7.3,10.3,590.0,medium,626.8,MEDIA
GO,34,F,CAFE DA MANHA,12.7,36.8,9.6,13.2,12.0,283.0,low,358.8,BAIXA
SC,56,F,ALMOCO,33.7,63.1,24.1,10.5,7.1,633.0,medium,653.5,MEDIA
DF,45,M,CAFE DA MANHA,38.3,58.6,12.0,14.5,6.4,466.0,medium,550.2,MEDIA
PA,74,M,CAFE DA MANHA,16.2,61.4,21.2,8.6,9.1,503.0,medium,554.8,MEDIA
RS,45,F,ALMOCO,24.8,31.5,14.0,10.5,2.5,329.0,low,382.2,BAIXA
SP,53,F,LANCHE,34.2,7.6,22.6,12.0,25.3,343.0,low,495.8,MEDIA
SP,22,F,ALMOCO,18.3,24.8,33.3,7.6,8.2,458.0,medium,520.1,MEDIA
AP,30,M,LANCHE,35.0,36.9,11.2,6.8,32.3,375.0,low,531.2,MEDIA
SP,71,F,JANTAR,29.6,50.7,28.6,9.1,14.6,574.0,medium,655.2,MEDIA
AM,39,F,JANTAR,16.8,15.5,21.9,15.8,0.0,302.0,low,357.9,BAIXA
PR,44,F,CAFE DA MANHA,6.3,0.0,21.1,11.6,10.4,222.0,low,279.9,BAIXA
SE,55,F,LANCHE,21.9,23.0,23.3,0.0,6.5,358.0,low,415.3,MEDIA
PI,21,M,CAFE DA MANHA,30.4,87.3,19.0,19.0,8.4,654.0,medium,713.4,ALTA
SE,49,F,LANCHE,11.1,63.9,22.2,4.2,0.9,473.0,medium,511.8,MEDIA
MA,39,F,ALMOCO,19.2,32.0,20.6,14.4,15.9,396.0,low,482.6,MEDIA
GO,27,M,LANCHE,40.8,35.2,32.5,5.8,5.0,586.0,medium,628.1,MEDIA
GO,44,F,CAFE DA MANHA,22.2,30.5,21.3,9.2,25.4,414.0,medium,522.5,MEDIA
MA,46,O,LANCHE,13.9,42.4,9.8,1.8,0.0,336.0,low,317.0,BAIXA
RJ,29,F,CAFE DA MANHA,41.4,36.3,21.5,9.1,17.1,560.0,medium,590.9,MEDIA
MG,52,M,CAFE DA MANHA,15.9,23.1,23.2,9.6,13.9,327.0,low,439.6,MEDIA
RN,65,F,LANCHE,29.2,33.5,17.2,15.0,7.9,373.0,low,467.2,MEDIA
MS,34,M,ALMOCO,3.3,72.7,20.5,10.0,13.6,482.0,medium,562.9,MEDIA
GO,78,F,LANCHE,32.4,46.1,26.5,13.8,16.8,525.0,medium,647.3,MEDIA
CE,56,F,LANCHE,27.3,44.4,31.6,11.8,24.6,536.0,medium,693.2,MEDIA
PB,66,M,LANCHE,12.1,51.8,15.0,7.6,2.1,412.0,medium,414.2,MEDIA
SP,22,M,LANCHE,20.2,57.9,8.5,6.5,15.7,391.0,low,464.7,MEDIA
SC,66,O,LANCHE,17.4,54.0,12.5,11.8,5.3,393.0,low,442.9,MEDIA
DF,39,M,JANTAR,16.8,71.8,17.0,3.8,1.4,579.0,medium,520.6,MEDIA
MG,62,F,CAFE DA MANHA,34.0,23.9,27.0,2.4,23.6,481.0,medium,573.8,MEDIA
RN,68,F,LANCHE,15.6,66.5,29.6,10.4,24.6,568.0,medium,714.0,ALTA
PE,33,F,LANCHE,16.7,55.2,28.0,2.5,2.4,576.0,medium,554.2,MEDIA
AL,34,M,CAFE DA MANHA,23.2,14.4,21.0,12.6,18.8,360.0,low,439.8,MEDIA
PR,21,M,ALMOCO,29.4,89.7,4.4,5.3,19.9,492.0,medium,606.2,MEDIA
AL,56,M,ALMOCO,0.0,57.7,22.5,13.0,9.6,386.0,low,497.7,MEDIA
AM,66,F,LANCHE,40.9,40.7,22.9,8.4,17.4,540.0,medium,618.9,MEDIA
PI,43,O,ALMOCO,4.7,13.0,21.4,11.6,6.4,242.0,low,312.2,BAIXA
AP,28,F,LANCHE,5.2,55.1,25.7,12.5,18.9,508.0,medium,573.1,MEDIA
MA,37,M,LANCHE,14.0,67.5,21.4,6.9,10.4,541.0,medium,574.0,MEDIA
PR,43,M,LANCHE,41.4,42.1,20.1,4.3,26.7,504.0,medium,630.3,MEDIA
PI,75,M,ALMOCO,17.7,86.6,9.8,9.2,19.3,525.0,medium,601.0,MEDIA
MG,25,O,LANCHE,40.3,63.7,35.4,4.6,22.9,720.0,high,835.4,ALTA
AP,39,M,LANCHE,19.9,31.4,1.3,5.6,16.3,259.0,low,293.3,BAIXA
RO,58,M,CAFE DA MANHA,19.0,34.1,21.1,10.1,0.0,386.0,low,422.5,MEDIA
SE,32,F,CAFE DA MANHA,10.3,43.8,24.8,12.5,25.9,443.0,medium,568.2,MEDIA
SC,73,F,ALMOCO,28.2,51.8,33.4,11.1,17.5,610.0,medium,712.8,ALTA
RS,75,M,JANTAR,12.6,42.4,19.1,11.5,12.2,445.0,medium,463.7,MEDIA
MT,41,F,ALMOCO,27.6,89.1,19.9,7.7,11.3,682.0,medium,706.5,ALTA
SC,64,M,CAFE DA MANHA,11.0,48.7,23.9,14.7,23.9,435.0,medium,578.9,MEDIA
PA,65,M,CAFE DA MANHA,23.7,34.5,22.5,20.4,19.2,434.0,medium,552.9,MEDIA
AM,60,M,CAFE DA MANHA,14.9,20.6,6.5,1.9,14.7,219.0,low,263.1,BAIXA
RR,29,M,ALMOCO,19.0,36.5,17.8,2.6,29.3,375.0,low,504.6,MEDIA
GO,21,O,LANCHE,31.2,39.8,19.0,7.1,19.4,431.0,medium,546.8,MEDIA
SE,39,F,ALMOCO,14.9,34.3,22.5,8.1,31.1,377.0,low,539.9,MEDIA
MA,26,F,JANTAR,36.7,52.3,22.0,17.9,11.4,581.0,medium,635.4,MEDIA
SC,36,M,CAFE DA MANHA,16.4,24.2,19.6,10.8,12.5,370.0,low,410.4,MEDIA
PB,58,F,ALMOCO,36.3,66.5,0.0,10.2,11.9,422.0,medium,479.2,MEDIA
MG,55,O,LANCHE,14.6,102.1,14.6,12.6,0.0,613.0,medium,623.4,MEDIA
GO,31,M,LANCHE,26.4,45.4,20.4,5.1,27.3,408.0,medium,590.2,MEDIA
RR,19,O,JANTAR,17.4,50.6,26.3,7.5,30.6,494.0,medium,646.1,MEDIA
AL,32,F,ALMOCO,24.3,76.3,16.5,10.4,2.3,577.0,medium,580.9,MEDIA
MG,46,F,ALMOCO,27.3,39.4,8.7,10.9,7.3,341.0,low,396.1,BAIXA
MA,67,M,LANCHE,30.2,49.1,20.7,1.5,4.2,537.0,medium,523.3,MEDIA
PB,41,F,CAFE DA MANHA,9.0,68.7,14.4,9.6,7.4,477.0,medium,489.2,MEDIA
DF,36,F,JANTAR,20.1,66.8,26.1,7.7,15.4,534.0,medium,659.5,MEDIA
PI,52,O,ALMOCO,16.6,52.8,17.3,11.6,26.2,387.0,low,561.3,MEDIA
MT,22,O,CAFE DA MANHA,26.8,30.7,13.0,0.0,20.9,320.0,low,430.6,MEDIA
CE,32,M,LANCHE,38.5,30.0,22.5,10.2,7.5,501.0,medium,526.9,MEDIA
CE,20,O,LANCHE,16.4,91.7,14.5,0.4,13.5,538.0,medium,617.7,MEDIA
RJ,51,F,JANTAR,20.7,27.5,24.9,7.9,9.7,420.0,medium,471.5,MEDIA
ES,45,F,JANTAR,25.1,34.7,16.8,10.7,0.0,364.0,low,411.8,MEDIA
GO,54,M,ALMOCO,23.3,61.8,29.5,13.4,23.5,603.0,medium,726.7,ALTA
PE,56,M,LANCHE,14.7,34.8,32.3,4.1,14.3,490.0,medium,554.1,MEDIA
GO,42,M,JANTAR,34.8,0.0,22.0,5.4,10.7,310.0,low,390.8,BAIXA
MT,72,M,CAFE DA MANHA,39.4,60.7,22.8,5.3,17.1,627.0,medium,684.6,MEDIA
DF,75,O,ALMOCO,5.5,57.7,29.1,5.8,6.3,516.0,medium,551.5,MEDIA
MA,24,M,JANTAR,23.1,45.4,24.5,5.4,0.5,547.0,medium,507.3,MEDIA
RJ,75,F,CAFE DA MANHA,26.9,51.6,29.5,2.7,17.8,561.0,medium,656.1,MEDIA
PB,30,F,JANTAR,41.1,91.3,23.3,10.1,32.2,797.0,high,888.3,ALTA
TO,33,F,ALMOCO,28.8,44.6,14.9,14.2,20.0,453.0,medium,536.1,MEDIA
RS,51,M,JANTAR,22.8,44.6,20.8,7.9,0.0,427.0,medium,472.6,MEDIA
AC,19,F,LANCHE,19.4,30.7,16.7,3.3,12.9,356.0,low,408.9,MEDIA
MT,40,F,LANCHE,27.8,26.1,19.0,3.8,17.9,345.0,low,465.8,MEDIA
ES,30,F,LANCHE,24.6,48.7,0.0,7.5,0.0,259.0,low,308.2,BAIXA
PR,48,M,CAFE DA MANHA,27.2,51.9,28.5,11.3,4.5,626.0,medium,613.5,MEDIA
ES,69,F,LANCHE,56.4,86.1,23.2,10.0,2.4,720.0,high,808.4,ALTA
TO,76,M,JANTAR,31.4,34.8,25.3,10.7,10.2,533.0,medium,554.7,MEDIA
GO,31,F,JANTAR,22.6,39.6,24.9,8.9,34.3,430.0,medium,627.9,MEDIA
PB,52,M,JANTAR,17.4,21.1,0.0,16.0,20.4,142.0,low,267.6,BAIXA
AM,47,M,LANCHE,10.5,71.1,38.9,10.4,0.0,703.0,high,697.3,MEDIA
SP,44,F,LANCHE,25.8,55.1,35.2,14.1,6.0,630.0,medium,692.6,MEDIA
SP,57,M,LANCHE,30.8,72.5,15.3,5.7,9.5,572.0,medium,600.3,MEDIA
RO,80,O,LANCHE,34.7,84.3,16.2,4.0,24.3,645.0,medium,727.0,ALTA
MA,43,F,LANCHE,20.8,60.0,21.6,2.3,7.1,510.0,medium,550.6,MEDIA
AL,22,M,CAFE DA MANHA,27.0,99.0,25.7,9.9,3.6,725.0,high,769.5,ALTA
RN,75,M,CAFE DA MANHA,28.4,39.1,3.0,15.1,0.0,273.0,low,327.2,BAIXA
MS,76,M,LANCHE,22.0,37.2,22.6,7.3,13.0,458.0,medium,506.8,MEDIA
TO,38,O,ALMOCO,28.1,47.3,34.1,4.2,8.8,602.0,medium,652.1,MEDIA
RJ,49,F,ALMOCO,18.5,55.8,17.2,6.1,6.2,500.0,medium,489.0,MEDIA
PB,72,M,CAFE DA MANHA,21.3,19.6,30.5,8.6,28.8,419.0,medium,570.5,MEDIA
TO,49,F,JANTAR,28.1,45.3,19.7,5.1,13.6,471.0,medium,535.5,MEDIA
RO,48,M,JANTAR,27.3,35.0,18.4,0.0,0.0,409.0,medium,414.8,MEDIA
MG,76,F,LANCHE,18.6,85.5,13.2,11.2,5.3,548.0,medium,578.8,MEDIA
AC,70,F,JANTAR,22.9,62.4,26.1,11.5,10.4,557.0,medium,640.7,MEDIA
AP,49,M,JANTAR,38.9,57.2,13.5,11.1,26.1,483.0,medium,632.5,MEDIA
MS,28,F,CAFE DA MANHA,17.9,62.2,13.1,11.6,24.7,458.0,medium,560.3,MEDIA
PR,45,M,CAFE DA MANHA,19.3,42.7,24.6,5.1,8.8,408.0,medium,514.8,MEDIA
AC,60,F,CAFE DA MANHA,34.6,48.6,15.5,8.5,15.8,474.0,medium,552.5,MEDIA
AM,35,F,CAFE DA MANHA,15.4,31.4,16.1,6.0,28.4,332.0,low,457.7,MEDIA
RN,51,O,LANCHE,13.1,33.7,14.7,9.1,13.6,318.0,low,392.1,BAIXA
RS,59,F,ALMOCO,21.7,65.1,13.9,14.2,21.4,471.0,medium,586.3,MEDIA
AC,23,O,JANTAR,8.0,46.2,15.7,8.1,35.3,352.0,low,515.5,MEDIA
PA,53,M,LANCHE,43.0,34.9,23.5,17.0,20.1,534.0,medium,637.5,MEDIA
AP,64,F,ALMOCO,21.8,50.4,29.6,8.0,0.0,588.0,medium,571.2,MEDIA
RN,31,M,JANTAR,17.3,55.8,27.2,4.5,24.3,556.0,medium,643.4,MEDIA
RR,52,F,JANTAR,30.8,60.6,27.7,9.4,14.4,564.0,medium,691.3,MEDIA
SC,62,M,LANCHE,22.2,92.5,26.0,11.3,7.0,626.0,medium,743.4,ALTA
PE,20,O,LANCHE,28.3,47.2,23.8,15.6,27.4,541.0,medium,657.0,MEDIA
PE,58,O,JANTAR,36.9,56.4,12.9,11.6,21.6,529.0,medium,598.9,MEDIA
SE,34,M,LANCHE,14.7,101.7,15.5,12.4,24.4,626.0,medium,727.5,ALTA
PE,43,F,JANTAR,10.6,42.6,22.7,13.7,0.0,362.0,low,444.5,MEDIA
MG,58,F,CAFE DA MANHA,20.6,23.3,18.8,12.0,8.0,365.0,low,400.8,MEDIA
RS,18,M,LANCHE,32.6,62.2,23.7,6.8,21.4,619.0,medium,691.7,MEDIA
PR,19,F,ALMOCO,21.1,44.3,30.6,9.5,0.0,530.0,medium,556.0,MEDIA
RR,46,F,CAFE DA MANHA,29.3,24.1,19.6,7.3,16.2,394.0,low,469.4,MEDIA
PB,77,F,CAFE DA MANHA,12.5,23.6,18.0,10.1,24.0,364.0,low,422.6,MEDIA
SC,18,M,CAFE DA MANHA,32.1,62.9,30.8,11.4,24.9,633.0,medium,779.6,ALTA
AL,67,O,ALMOCO,33.5,31.6,18.6,4.9,18.4,480.0,medium,511.2,MEDIA
AC,22,M,CAFE DA MANHA,9.4,0.0,23.9,9.3,15.9,274.0,low,334.9,BAIXA
AP,48,F,ALMOCO,31.2,50.0,18.8,12.3,14.7,540.0,medium,577.4,MEDIA
PR,45,M,JANTAR,11.5,0.0,16.3,13.1,11.9,214.0,low,266.5,BAIXA
RN,47,M,LANCHE,29.5,78.2,21.3,11.9,5.4,642.0,medium,667.9,MEDIA
CE,23,M,LANCHE,34.7,100.6,1.7,9.9,17.4,533.0,medium,645.9,MEDIA
BA,65,M,CAFE DA MANHA,27.6,61.6,32.1,9.7,23.8,618.0,medium,760.3,ALTA
SC,35,F,JANTAR,32.4,67.7,0.2,11.1,0.0,385.0,low,424.4,MEDIA
RS,66,F,CAFE DA MANHA,43.5,75.1,27.6,1.3,26.9,689.0,medium,833.0,ALTA
PI,59,F,ALMOCO,31.1,96.8,24.2,8.3,27.2,701.0,high,854.8,ALTA
PA,52,F,ALMOCO,12.8,7.9,32.5,10.5,0.0,396.0,low,396.3,BAIXA
MS,37,M,JANTAR,19.4,34.1,34.0,9.6,11.2,534.0,medium,584.0,MEDIA
AC,59,M,JANTAR,26.0,10.4,13.9,0.0,0.0,231.0,low,270.7,BAIXA
CE,80,F,LANCHE,31.4,21.1,13.1,6.0,26.8,331.0,low,447.1,MEDIA
SP,76,F,LANCHE,25.7,34.5,21.1,8.7,4.1,426.0,medium,464.5,MEDIA
MA,75,F,ALMOCO,20.4,82.0,27.4,6.7,23.0,639.0,medium,761.6,ALTA
RN,31,M,LANCHE,18.5,61.1,29.9,5.8,15.5,609.0,medium,661.1,MEDIA
RN,54,F,CAFE DA MANHA,13.0,52.2,23.2,2.4,26.4,491.0,medium,580.0,MEDIA
GO,43,M,ALMOCO,19.4,39.8,20.3,11.8,14.3,408.0,medium,500.3,MEDIA
CE,78,F,JANTAR,16.6,55.6,4.4,3.6,19.0,389.0,low,411.6,MEDIA
RJ,77,M,JANTAR,24.8,65.5,26.8,8.2,15.1,569.0,medium,679.2,MEDIA
AP,72,F,ALMOCO,1.8,44.0,28.0,11.7,21.8,405.0,medium,545.8,MEDIA
